;vars1;vars2;cramer_corr;actuacion;nivel;Identificador_pregunta
413;tada;ttcox;0,293732;Conexion;todos 2;ttcox
414;tcon;ttcox;0,292581;Conexion;todos 2;ttcox
415;nncox;ttcox;0,275685;Conexion;todos 2;ttcox
416;torg;ttcox;0,269499;Conexion;todos 2;ttcox
417;tent;ttcox;0,26424;Conexion;todos 2;ttcox
418;tcov;ttcox;0,262865;Conexion;todos 2;ttcox
419;tcom;ttcox;0,261559;Conexion;todos 2;ttcox
420;trit;ttcox;0,248449;Conexion;todos 2;ttcox
421;nnsup;ttcox;0,243566;Conexion;todos 2;ttcox
422;tpay;ttcox;0,238281;Conexion;todos 2;ttcox
423;npay;ttcox;0,236244;Conexion;todos 2;ttcox
424;nnlid;ttcox;0,232057;Conexion;todos 2;ttcox
425;trec;ttcox;0,231782;Conexion;todos 2;ttcox
426;ypay;ttcox;0,226069;Conexion;todos 2;ttcox
427;tinn;ttcox;0,224928;Conexion;todos 2;ttcox
428;tequ;ttcox;0,223465;Conexion;todos 2;ttcox
429;nent;ttcox;0,223159;Conexion;todos 2;ttcox
430;nsup;ttcox;0,222393;Conexion;todos 2;ttcox
431;ninn;ttcox;0,211274;Conexion;todos 2;ttcox
432;trel;ttcox;0,208476;Conexion;todos 2;ttcox
433;temp;ttcox;0,206323;Conexion;todos 2;ttcox
434;nnemp;ttcox;0,201706;Conexion;todos 2;ttcox
435;yada;ttcox;0,200798;Conexion;todos 2;ttcox
436;nequ;ttcox;0,188538;Conexion;todos 2;ttcox
437;nemp;ttcox;0,1853;Conexion;todos 2;ttcox
438;nnorg;ttcox;0,179215;Conexion;todos 2;ttcox
439;yinn;ttcox;0,177221;Conexion;todos 2;ttcox
440;educacion;ttcox;0,173527;Conexion;todos 2;ttcox
441;ytom;ttcox;0,171701;Conexion;todos 2;ttcox
442;ncox;ttcox;0,159782;Conexion;todos 2;ttcox
443;nada;ttcox;0,158563;Conexion;todos 2;ttcox
444;nnpro;ttcox;0,157238;Conexion;todos 2;ttcox
445;nntom;ttcox;0,156083;Conexion;todos 2;ttcox
446;nlid;ttcox;0,153702;Conexion;todos 2;ttcox
447;ntom;ttcox;0,151367;Conexion;todos 2;ttcox
448;ncov;ttcox;0,151269;Conexion;todos 2;ttcox
449;nnpay;ttcox;0,148593;Conexion;todos 2;ttcox
450;nncon;ttcox;0,145347;Conexion;todos 2;ttcox
451;nnrit;ttcox;0,144725;Conexion;todos 2;ttcox
452;nncom;ttcox;0,142067;Conexion;todos 2;ttcox
453;nret;ttcox;0,142034;Conexion;todos 2;ttcox
454;ncon;ttcox;0,140138;Conexion;todos 2;ttcox
455;npro;ttcox;0,138848;Conexion;todos 2;ttcox
456;nnequ;ttcox;0,138563;Conexion;todos 2;ttcox
457;nnrec;ttcox;0,136532;Conexion;todos 2;ttcox
458;norg;ttcox;0,135631;Conexion;todos 2;ttcox
459;yrec;ttcox;0,133542;Conexion;todos 2;ttcox
460;ylid;ttcox;0,127837;Conexion;todos 2;ttcox
461;nnent;ttcox;0,126452;Conexion;todos 2;ttcox
462;nnrel;ttcox;0,120004;Conexion;todos 2;ttcox
463;antigüedad en el cargo;ttcox;0,117014;Conexion;todos 2;ttcox
464;ncom;ttcox;0,112973;Conexion;todos 2;ttcox
465;nrel;ttcox;0,106818;Conexion;todos 2;ttcox
466;yemp;ttcox;0,105164;Conexion;todos 2;ttcox
467;ycon;ttcox;0,10255;Conexion;todos 2;ttcox
468;nrit;ttcox;0,100787;Conexion;todos 2;ttcox
469;nninn;ttcox;0,094103;Conexion;todos 2;ttcox
470;area;ttcox;0,093469;Conexion;todos 2;ttcox
471;yrit;ttcox;0,086646;Conexion;todos 2;ttcox
472;nnada;ttcox;0,084197;Conexion;todos 2;ttcox
473;ycom;ttcox;0,054186;Conexion;todos 2;ttcox
474;nrec;ttcox;0,048345;Conexion;todos 2;ttcox
475;ysup;ttcox;0,044415;Conexion;todos 2;ttcox
476;genero;ttcox;0,044039;Conexion;todos 2;ttcox
477;yrel;ttcox;0,040595;Conexion;todos 2;ttcox
478;yret;ttcox;0,0;Conexion;todos 2;ttcox
479;antigüedad en la organización;ttcox;0,0;Conexion;todos 2;ttcox
480;ypro;ttcox;0,0;Conexion;todos 2;ttcox
481;yorg;ttcox;0,0;Conexion;todos 2;ttcox
482;ycox;ttcox;0,0;Conexion;todos 2;ttcox
483;yequ;ttcox;0,0;Conexion;todos 2;ttcox
484;edad;ttcox;0,0;Conexion;todos 2;ttcox
485;estado civil;ttcox;0,0;Conexion;todos 2;ttcox
486;nncov;ttcox;0,0;Conexion;todos 2;ttcox
487;nivel del cargo;ttcox;0,0;Conexion;todos 2;ttcox
488;hijos;ttcox;0,0;Conexion;todos 2;ttcox
489;yent;ttcox;0,0;Conexion;todos 2;ttcox
490;ycov;ttcox;0,0;Conexion;todos 2;ttcox
491;tinn;tada;0,528131;Adaptabilidad;todos 1;tada
492;torg;tada;0,479757;Adaptabilidad;todos 1;tada
493;nada;tada;0,361763;Adaptabilidad;todos 1;tada
494;tlid;tada;0,354224;Adaptabilidad;todos 1;tada
495;tcom;tada;0,342056;Adaptabilidad;todos 1;tada
496;educacion;tada;0,336232;Adaptabilidad;todos 1;tada
497;tcon;tada;0,33141;Adaptabilidad;todos 1;tada
498;tequ;tada;0,304826;Adaptabilidad;todos 1;tada
499;nnemp;tada;0,296985;Adaptabilidad;todos 1;tada
500;nncox;tada;0,288554;Adaptabilidad;todos 1;tada
501;tcov;tada;0,278937;Adaptabilidad;todos 1;tada
502;trit;tada;0,276923;Adaptabilidad;todos 1;tada
503;trec;tada;0,268878;Adaptabilidad;todos 1;tada
504;tpro;tada;0,26756;Adaptabilidad;todos 1;tada
505;tret;tada;0,261846;Adaptabilidad;todos 1;tada
506;tcox;tada;0,256742;Adaptabilidad;todos 1;tada
507;tent;tada;0,252871;Adaptabilidad;todos 1;tada
508;nlid;tada;0,252078;Adaptabilidad;todos 1;tada
509;nsup;tada;0,238487;Adaptabilidad;todos 1;tada
510;nequ;tada;0,233988;Adaptabilidad;todos 1;tada
511;nnlid;tada;0,229752;Adaptabilidad;todos 1;tada
512;ycom;tada;0,22913;Adaptabilidad;todos 1;tada
513;nnret;tada;0,227853;Adaptabilidad;todos 1;tada
514;nncom;tada;0,225917;Adaptabilidad;todos 1;tada
515;nnpro;tada;0,215854;Adaptabilidad;todos 1;tada
516;ylid;tada;0,212417;Adaptabilidad;todos 1;tada
517;nnsup;tada;0,204241;Adaptabilidad;todos 1;tada
518;tpay;tada;0,203412;Adaptabilidad;todos 1;tada
519;nnpay;tada;0,201397;Adaptabilidad;todos 1;tada
520;nemp;tada;0,199844;Adaptabilidad;todos 1;tada
521;nrel;tada;0,199133;Adaptabilidad;todos 1;tada
522;yrit;tada;0,198038;Adaptabilidad;todos 1;tada
523;nnrit;tada;0,197121;Adaptabilidad;todos 1;tada
524;nncov;tada;0,19465;Adaptabilidad;todos 1;tada
525;ycon;tada;0,177065;Adaptabilidad;todos 1;tada
526;nrit;tada;0,176624;Adaptabilidad;todos 1;tada
527;npro;tada;0,17286;Adaptabilidad;todos 1;tada
528;ninn;tada;0,163161;Adaptabilidad;todos 1;tada
529;nrec;tada;0,158441;Adaptabilidad;todos 1;tada
530;nnrec;tada;0,152908;Adaptabilidad;todos 1;tada
531;norg;tada;0,149408;Adaptabilidad;todos 1;tada
532;ntom;tada;0,145219;Adaptabilidad;todos 1;tada
533;nncon;tada;0,143588;Adaptabilidad;todos 1;tada
534;nnada;tada;0,141306;Adaptabilidad;todos 1;tada
535;nnent;tada;0,138503;Adaptabilidad;todos 1;tada
536;yemp;tada;0,138014;Adaptabilidad;todos 1;tada
537;nent;tada;0,13738;Adaptabilidad;todos 1;tada
538;ncov;tada;0,13037;Adaptabilidad;todos 1;tada
539;yrel;tada;0,12985;Adaptabilidad;todos 1;tada
540;yequ;tada;0,124997;Adaptabilidad;todos 1;tada
541;npay;tada;0,123279;Adaptabilidad;todos 1;tada
542;yada;tada;0,122707;Adaptabilidad;todos 1;tada
543;nninn;tada;0,122141;Adaptabilidad;todos 1;tada
544;nret;tada;0,11952;Adaptabilidad;todos 1;tada
545;ncon;tada;0,117235;Adaptabilidad;todos 1;tada
546;hijos;tada;0,106236;Adaptabilidad;todos 1;tada
547;ncom;tada;0,106183;Adaptabilidad;todos 1;tada
548;nnorg;tada;0,104603;Adaptabilidad;todos 1;tada
549;nnrel;tada;0,094745;Adaptabilidad;todos 1;tada
550;nntom;tada;0,09227;Adaptabilidad;todos 1;tada
551;genero;tada;0,091755;Adaptabilidad;todos 1;tada
552;nnequ;tada;0,089332;Adaptabilidad;todos 1;tada
553;antigüedad en el cargo;tada;0,088195;Adaptabilidad;todos 1;tada
554;ycox;tada;0,087752;Adaptabilidad;todos 1;tada
555;yinn;tada;0,051284;Adaptabilidad;todos 1;tada
556;ytom;tada;0,036344;Adaptabilidad;todos 1;tada
557;yrec;tada;0,0;Adaptabilidad;todos 1;tada
558;antigüedad en la organización;tada;0,0;Adaptabilidad;todos 1;tada
559;yret;tada;0,0;Adaptabilidad;todos 1;tada
560;ypro;tada;0,0;Adaptabilidad;todos 1;tada
561;yorg;tada;0,0;Adaptabilidad;todos 1;tada
562;ypay;tada;0,0;Adaptabilidad;todos 1;tada
563;edad;tada;0,0;Adaptabilidad;todos 1;tada
564;nivel del cargo;tada;0,0;Adaptabilidad;todos 1;tada
565;estado civil;tada;0,0;Adaptabilidad;todos 1;tada
566;area;tada;0,0;Adaptabilidad;todos 1;tada
567;ncox;tada;0,0;Adaptabilidad;todos 1;tada
568;yent;tada;0,0;Adaptabilidad;todos 1;tada
569;ysup;tada;0,0;Adaptabilidad;todos 1;tada
570;ycov;tada;0,0;Adaptabilidad;todos 1;tada
571;ttorg;ttent;0,516114;Entorno saludable;todos 2;ttent
572;tent;ttent;0,412772;Entorno saludable;todos 2;ttent
573;nnorg;ttent;0,370784;Entorno saludable;todos 2;ttent
574;torg;ttent;0,351974;Entorno saludable;todos 2;ttent
575;tpay;ttent;0,325761;Entorno saludable;todos 2;ttent
576;ttcox;ttent;0,321455;Entorno saludable;todos 2;ttent
577;ttcon;ttent;0,316319;Entorno saludable;todos 2;ttent
578;tpro;ttent;0,310255;Entorno saludable;todos 2;ttent
579;ttlid;ttent;0,309072;Entorno saludable;todos 2;ttent
580;trit;ttent;0,306843;Entorno saludable;todos 2;ttent
581;nnequ;ttent;0,295029;Entorno saludable;todos 2;ttent
582;tcov;ttent;0,291058;Entorno saludable;todos 2;ttent
583;nent;ttent;0,277817;Entorno saludable;todos 2;ttent
584;ttom;ttent;0,27361;Entorno saludable;todos 2;ttent
585;nsup;ttent;0,26719;Entorno saludable;todos 2;ttent
586;tsup;ttent;0,263174;Entorno saludable;todos 2;ttent
587;nret;ttent;0,257618;Entorno saludable;todos 2;ttent
588;nlid;ttent;0,254212;Entorno saludable;todos 2;ttent
589;tequ;ttent;0,252269;Entorno saludable;todos 2;ttent
590;nncox;ttent;0,250493;Entorno saludable;todos 2;ttent
591;tcox;ttent;0,248266;Entorno saludable;todos 2;ttent
592;tlid;ttent;0,247502;Entorno saludable;todos 2;ttent
593;nnlid;ttent;0,24493;Entorno saludable;todos 2;ttent
594;norg;ttent;0,23258;Entorno saludable;todos 2;ttent
595;temp;ttent;0,230048;Entorno saludable;todos 2;ttent
596;tcom;ttent;0,228928;Entorno saludable;todos 2;ttent
597;tcon;ttent;0,226937;Entorno saludable;todos 2;ttent
598;nrec;ttent;0,222441;Entorno saludable;todos 2;ttent
599;ttret;ttent;0,218621;Entorno saludable;todos 2;ttent
600;yent;ttent;0,217962;Entorno saludable;todos 2;ttent
601;nnemp;ttent;0,215535;Entorno saludable;todos 2;ttent
602;ncon;ttent;0,214622;Entorno saludable;todos 2;ttent
603;npay;ttent;0,214002;Entorno saludable;todos 2;ttent
604;nnpro;ttent;0,212263;Entorno saludable;todos 2;ttent
605;ncom;ttent;0,212087;Entorno saludable;todos 2;ttent
606;tada;ttent;0,207485;Entorno saludable;todos 2;ttent
607;nnrit;ttent;0,20396;Entorno saludable;todos 2;ttent
608;trec;ttent;0,201424;Entorno saludable;todos 2;ttent
609;nemp;ttent;0,200037;Entorno saludable;todos 2;ttent
610;ttpro;ttent;0,194797;Entorno saludable;todos 2;ttent
611;nequ;ttent;0,188754;Entorno saludable;todos 2;ttent
612;nncom;ttent;0,184258;Entorno saludable;todos 2;ttent
613;nada;ttent;0,181549;Entorno saludable;todos 2;ttent
614;nnsup;ttent;0,181142;Entorno saludable;todos 2;ttent
615;nnret;ttent;0,18036;Entorno saludable;todos 2;ttent
616;ttpay;ttent;0,174779;Entorno saludable;todos 2;ttent
617;nncon;ttent;0,171592;Entorno saludable;todos 2;ttent
618;ncox;ttent;0,168055;Entorno saludable;todos 2;ttent
619;tinn;ttent;0,167654;Entorno saludable;todos 2;ttent
620;nrel;ttent;0,167194;Entorno saludable;todos 2;ttent
621;ncov;ttent;0,166818;Entorno saludable;todos 2;ttent
622;ttequ;ttent;0,15888;Entorno saludable;todos 2;ttent
623;ttrec;ttent;0,158473;Entorno saludable;todos 2;ttent
624;nnpay;ttent;0,157606;Entorno saludable;todos 2;ttent
625;ylid;ttent;0,156004;Entorno saludable;todos 2;ttent
626;tret;ttent;0,155304;Entorno saludable;todos 2;ttent
627;nnrec;ttent;0,153347;Entorno saludable;todos 2;ttent
628;nrit;ttent;0,151758;Entorno saludable;todos 2;ttent
629;yrec;ttent;0,149873;Entorno saludable;todos 2;ttent
630;trel;ttent;0,143535;Entorno saludable;todos 2;ttent
631;nnada;ttent;0,136354;Entorno saludable;todos 2;ttent
632;yada;ttent;0,122095;Entorno saludable;todos 2;ttent
633;nncov;ttent;0,117786;Entorno saludable;todos 2;ttent
634;ttrit;ttent;0,114454;Entorno saludable;todos 2;ttent
635;npro;ttent;0,11386;Entorno saludable;todos 2;ttent
636;ysup;ttent;0,111767;Entorno saludable;todos 2;ttent
637;ntom;ttent;0,107679;Entorno saludable;todos 2;ttent
638;hijos;ttent;0,107647;Entorno saludable;todos 2;ttent
639;ttcom;ttent;0,100976;Entorno saludable;todos 2;ttent
640;yequ;ttent;0,100925;Entorno saludable;todos 2;ttent
641;yorg;ttent;0,099731;Entorno saludable;todos 2;ttent
642;estado civil;ttent;0,097455;Entorno saludable;todos 2;ttent
643;ttcov;ttent;0,090922;Entorno saludable;todos 2;ttent
644;ninn;ttent;0,089556;Entorno saludable;todos 2;ttent
645;edad;ttent;0,08746;Entorno saludable;todos 2;ttent
646;ycox;ttent;0,066456;Entorno saludable;todos 2;ttent
647;ycon;ttent;0,062251;Entorno saludable;todos 2;ttent
648;nnent;ttent;0,038638;Entorno saludable;todos 2;ttent
649;ypro;ttent;0,031647;Entorno saludable;todos 2;ttent
650;nninn;ttent;0,023395;Entorno saludable;todos 2;ttent
651;nntom;ttent;0,017787;Entorno saludable;todos 2;ttent
652;yret;ttent;0,0;Entorno saludable;todos 2;ttent
653;antigüedad en la organización;ttent;0,0;Entorno saludable;todos 2;ttent
654;educacion;ttent;0,0;Entorno saludable;todos 2;ttent
655;ypay;ttent;0,0;Entorno saludable;todos 2;ttent
656;antigüedad en el cargo;ttent;0,0;Entorno saludable;todos 2;ttent
657;yrit;ttent;0,0;Entorno saludable;todos 2;ttent
658;yinn;ttent;0,0;Entorno saludable;todos 2;ttent
659;yrel;ttent;0,0;Entorno saludable;todos 2;ttent
660;ytom;ttent;0,0;Entorno saludable;todos 2;ttent
661;area;ttent;0,0;Entorno saludable;todos 2;ttent
662;yemp;ttent;0,0;Entorno saludable;todos 2;ttent
663;nnrel;ttent;0,0;Entorno saludable;todos 2;ttent
664;ycom;ttent;0,0;Entorno saludable;todos 2;ttent
665;genero;ttent;0,0;Entorno saludable;todos 2;ttent
666;nivel del cargo;ttent;0,0;Entorno saludable;todos 2;ttent
667;ycov;ttent;0,0;Entorno saludable;todos 2;ttent
668;nret;nrec;0,50864;Reconocimiento;nosotros 1;nrec
669;norg;nrec;0,48178;Reconocimiento;nosotros 1;nrec
670;ylid;nrec;0,294625;Reconocimiento;nosotros 1;nrec
671;ncon;nrec;0,275712;Reconocimiento;nosotros 1;nrec
672;npro;nrec;0,251254;Reconocimiento;nosotros 1;nrec
673;npay;nrec;0,231234;Reconocimiento;nosotros 1;nrec
674;ncox;nrec;0,22476;Reconocimiento;nosotros 1;nrec
675;estado civil;nrec;0,203366;Reconocimiento;nosotros 1;nrec
676;nequ;nrec;0,180822;Reconocimiento;nosotros 1;nrec
677;edad;nrec;0,135535;Reconocimiento;nosotros 1;nrec
678;ycom;nrec;0,131229;Reconocimiento;nosotros 1;nrec
679;ysup;nrec;0,127658;Reconocimiento;nosotros 1;nrec
680;antigüedad en el cargo;nrec;0,125113;Reconocimiento;nosotros 1;nrec
681;yrit;nrec;0,122223;Reconocimiento;nosotros 1;nrec
682;ycox;nrec;0,11689;Reconocimiento;nosotros 1;nrec
683;yrec;nrec;0,11332;Reconocimiento;nosotros 1;nrec
684;hijos;nrec;0,111683;Reconocimiento;nosotros 1;nrec
685;yent;nrec;0,09787;Reconocimiento;nosotros 1;nrec
686;area;nrec;0,088293;Reconocimiento;nosotros 1;nrec
687;yrel;nrec;0,08006;Reconocimiento;nosotros 1;nrec
688;yemp;nrec;0,078976;Reconocimiento;nosotros 1;nrec
689;yada;nrec;0,077661;Reconocimiento;nosotros 1;nrec
690;ypay;nrec;0,072072;Reconocimiento;nosotros 1;nrec
691;yorg;nrec;0,065195;Reconocimiento;nosotros 1;nrec
692;educacion;nrec;0,060491;Reconocimiento;nosotros 1;nrec
693;yequ;nrec;0,059722;Reconocimiento;nosotros 1;nrec
694;genero;nrec;0,033399;Reconocimiento;nosotros 1;nrec
695;ypro;nrec;0,029062;Reconocimiento;nosotros 1;nrec
696;ycon;nrec;0,0;Reconocimiento;nosotros 1;nrec
697;yret;nrec;0,0;Reconocimiento;nosotros 1;nrec
698;antigüedad en la organización;nrec;0,0;Reconocimiento;nosotros 1;nrec
699;yinn;nrec;0,0;Reconocimiento;nosotros 1;nrec
700;ytom;nrec;0,0;Reconocimiento;nosotros 1;nrec
701;nivel del cargo;nrec;0,0;Reconocimiento;nosotros 1;nrec
702;ycov;nrec;0,0;Reconocimiento;nosotros 1;nrec
703;tcov;tent;0,503678;Entorno saludable;todos 1;tent
704;tcom;tent;0,443625;Entorno saludable;todos 1;tent
705;tpay;tent;0,43465;Entorno saludable;todos 1;tent
706;nncox;tent;0,390992;Entorno saludable;todos 1;tent
707;tcon;tent;0,362356;Entorno saludable;todos 1;tent
708;tequ;tent;0,342019;Entorno saludable;todos 1;tent
709;tpro;tent;0,335485;Entorno saludable;todos 1;tent
710;nent;tent;0,33094;Entorno saludable;todos 1;tent
711;nemp;tent;0,319313;Entorno saludable;todos 1;tent
712;tcox;tent;0,318969;Entorno saludable;todos 1;tent
713;norg;tent;0,318602;Entorno saludable;todos 1;tent
714;nnemp;tent;0,311988;Entorno saludable;todos 1;tent
715;nequ;tent;0,310995;Entorno saludable;todos 1;tent
716;trit;tent;0,298892;Entorno saludable;todos 1;tent
717;tlid;tent;0,281114;Entorno saludable;todos 1;tent
718;nnlid;tent;0,279052;Entorno saludable;todos 1;tent
719;tret;tent;0,278281;Entorno saludable;todos 1;tent
720;trec;tent;0,277212;Entorno saludable;todos 1;tent
721;nsup;tent;0,277017;Entorno saludable;todos 1;tent
722;nnsup;tent;0,26621;Entorno saludable;todos 1;tent
723;nlid;tent;0,265042;Entorno saludable;todos 1;tent
724;nrec;tent;0,259118;Entorno saludable;todos 1;tent
725;ntom;tent;0,257179;Entorno saludable;todos 1;tent
726;nncom;tent;0,252728;Entorno saludable;todos 1;tent
727;nntom;tent;0,245764;Entorno saludable;todos 1;tent
728;nnpay;tent;0,245362;Entorno saludable;todos 1;tent
729;nrel;tent;0,23716;Entorno saludable;todos 1;tent
730;nnrec;tent;0,237149;Entorno saludable;todos 1;tent
731;nnpro;tent;0,231584;Entorno saludable;todos 1;tent
732;nnequ;tent;0,21943;Entorno saludable;todos 1;tent
733;nnret;tent;0,215788;Entorno saludable;todos 1;tent
734;ninn;tent;0,21482;Entorno saludable;todos 1;tent
735;nret;tent;0,208448;Entorno saludable;todos 1;tent
736;npro;tent;0,207378;Entorno saludable;todos 1;tent
737;nada;tent;0,205625;Entorno saludable;todos 1;tent
738;nncon;tent;0,205505;Entorno saludable;todos 1;tent
739;torg;tent;0,201645;Entorno saludable;todos 1;tent
740;nnrit;tent;0,201017;Entorno saludable;todos 1;tent
741;ncov;tent;0,196276;Entorno saludable;todos 1;tent
742;nnada;tent;0,194048;Entorno saludable;todos 1;tent
743;nrit;tent;0,186503;Entorno saludable;todos 1;tent
744;ycov;tent;0,182115;Entorno saludable;todos 1;tent
745;ycom;tent;0,17597;Entorno saludable;todos 1;tent
746;nncov;tent;0,173368;Entorno saludable;todos 1;tent
747;npay;tent;0,171204;Entorno saludable;todos 1;tent
748;yrit;tent;0,156745;Entorno saludable;todos 1;tent
749;ncom;tent;0,156655;Entorno saludable;todos 1;tent
750;ncox;tent;0,152709;Entorno saludable;todos 1;tent
751;nnorg;tent;0,127793;Entorno saludable;todos 1;tent
752;nninn;tent;0,120748;Entorno saludable;todos 1;tent
753;ylid;tent;0,120647;Entorno saludable;todos 1;tent
754;ncon;tent;0,119702;Entorno saludable;todos 1;tent
755;nnent;tent;0,107341;Entorno saludable;todos 1;tent
756;yrec;tent;0,101827;Entorno saludable;todos 1;tent
757;yemp;tent;0,092581;Entorno saludable;todos 1;tent
758;ycox;tent;0,088051;Entorno saludable;todos 1;tent
759;area;tent;0,085489;Entorno saludable;todos 1;tent
760;ypay;tent;0,063878;Entorno saludable;todos 1;tent
761;antigüedad en el cargo;tent;0,0;Entorno saludable;todos 1;tent
762;antigüedad en la organización;tent;0,0;Entorno saludable;todos 1;tent
763;yret;tent;0,0;Entorno saludable;todos 1;tent
764;ypro;tent;0,0;Entorno saludable;todos 1;tent
765;educacion;tent;0,0;Entorno saludable;todos 1;tent
766;yorg;tent;0,0;Entorno saludable;todos 1;tent
767;edad;tent;0,0;Entorno saludable;todos 1;tent
768;yequ;tent;0,0;Entorno saludable;todos 1;tent
769;ycon;tent;0,0;Entorno saludable;todos 1;tent
770;yrel;tent;0,0;Entorno saludable;todos 1;tent
771;nivel del cargo;tent;0,0;Entorno saludable;todos 1;tent
772;yinn;tent;0,0;Entorno saludable;todos 1;tent
773;estado civil;tent;0,0;Entorno saludable;todos 1;tent
774;ytom;tent;0,0;Entorno saludable;todos 1;tent
775;yada;tent;0,0;Entorno saludable;todos 1;tent
776;nnrel;tent;0,0;Entorno saludable;todos 1;tent
777;genero;tent;0,0;Entorno saludable;todos 1;tent
778;hijos;tent;0,0;Entorno saludable;todos 1;tent
779;yent;tent;0,0;Entorno saludable;todos 1;tent
780;ysup;tent;0,0;Entorno saludable;todos 1;tent
781;tent;ttlid;0,488546;Liderazgo y trabajo en equipo;todos 2;ttlid
782;nent;ttlid;0,472921;Liderazgo y trabajo en equipo;todos 2;ttlid
783;nrel;ttlid;0,433259;Liderazgo y trabajo en equipo;todos 2;ttlid
784;tpay;ttlid;0,418299;Liderazgo y trabajo en equipo;todos 2;ttlid
785;temp;ttlid;0,382102;Liderazgo y trabajo en equipo;todos 2;ttlid
786;tpro;ttlid;0,380505;Liderazgo y trabajo en equipo;todos 2;ttlid
787;trit;ttlid;0,379142;Liderazgo y trabajo en equipo;todos 2;ttlid
788;tcom;ttlid;0,378704;Liderazgo y trabajo en equipo;todos 2;ttlid
789;tcov;ttlid;0,37627;Liderazgo y trabajo en equipo;todos 2;ttlid
790;tcon;ttlid;0,372062;Liderazgo y trabajo en equipo;todos 2;ttlid
791;nncox;ttlid;0,349071;Liderazgo y trabajo en equipo;todos 2;ttlid
792;educacion;ttlid;0,333413;Liderazgo y trabajo en equipo;todos 2;ttlid
793;nncom;ttlid;0,323093;Liderazgo y trabajo en equipo;todos 2;ttlid
794;nncon;ttlid;0,314009;Liderazgo y trabajo en equipo;todos 2;ttlid
795;ttom;ttlid;0,31349;Liderazgo y trabajo en equipo;todos 2;ttlid
796;ttpro;ttlid;0,312169;Liderazgo y trabajo en equipo;todos 2;ttlid
797;tada;ttlid;0,308884;Liderazgo y trabajo en equipo;todos 2;ttlid
798;nnrec;ttlid;0,308616;Liderazgo y trabajo en equipo;todos 2;ttlid
799;tcox;ttlid;0,303401;Liderazgo y trabajo en equipo;todos 2;ttlid
800;tret;ttlid;0,303047;Liderazgo y trabajo en equipo;todos 2;ttlid
801;tsup;ttlid;0,301999;Liderazgo y trabajo en equipo;todos 2;ttlid
802;ttorg;ttlid;0,300006;Liderazgo y trabajo en equipo;todos 2;ttlid
803;nequ;ttlid;0,298926;Liderazgo y trabajo en equipo;todos 2;ttlid
804;ttcon;ttlid;0,289667;Liderazgo y trabajo en equipo;todos 2;ttlid
805;norg;ttlid;0,284733;Liderazgo y trabajo en equipo;todos 2;ttlid
806;ncox;ttlid;0,281713;Liderazgo y trabajo en equipo;todos 2;ttlid
807;tlid;ttlid;0,280822;Liderazgo y trabajo en equipo;todos 2;ttlid
808;nnpay;ttlid;0,275894;Liderazgo y trabajo en equipo;todos 2;ttlid
809;tequ;ttlid;0,274403;Liderazgo y trabajo en equipo;todos 2;ttlid
810;nnsup;ttlid;0,274163;Liderazgo y trabajo en equipo;todos 2;ttlid
811;nlid;ttlid;0,264847;Liderazgo y trabajo en equipo;todos 2;ttlid
812;ttpay;ttlid;0,26372;Liderazgo y trabajo en equipo;todos 2;ttlid
813;ncon;ttlid;0,259495;Liderazgo y trabajo en equipo;todos 2;ttlid
814;ttcox;ttlid;0,257872;Liderazgo y trabajo en equipo;todos 2;ttlid
815;nnemp;ttlid;0,257664;Liderazgo y trabajo en equipo;todos 2;ttlid
816;trel;ttlid;0,256532;Liderazgo y trabajo en equipo;todos 2;ttlid
817;trec;ttlid;0,253506;Liderazgo y trabajo en equipo;todos 2;ttlid
818;ntom;ttlid;0,247979;Liderazgo y trabajo en equipo;todos 2;ttlid
819;torg;ttlid;0,243947;Liderazgo y trabajo en equipo;todos 2;ttlid
820;nret;ttlid;0,243495;Liderazgo y trabajo en equipo;todos 2;ttlid
821;nnpro;ttlid;0,242877;Liderazgo y trabajo en equipo;todos 2;ttlid
822;ncov;ttlid;0,240817;Liderazgo y trabajo en equipo;todos 2;ttlid
823;nada;ttlid;0,239506;Liderazgo y trabajo en equipo;todos 2;ttlid
824;nemp;ttlid;0,238323;Liderazgo y trabajo en equipo;todos 2;ttlid
825;ypay;ttlid;0,234298;Liderazgo y trabajo en equipo;todos 2;ttlid
826;nnlid;ttlid;0,233302;Liderazgo y trabajo en equipo;todos 2;ttlid
827;nnrit;ttlid;0,233175;Liderazgo y trabajo en equipo;todos 2;ttlid
828;tinn;ttlid;0,230216;Liderazgo y trabajo en equipo;todos 2;ttlid
829;nnequ;ttlid;0,228957;Liderazgo y trabajo en equipo;todos 2;ttlid
830;ncom;ttlid;0,227679;Liderazgo y trabajo en equipo;todos 2;ttlid
