id,index,y1,y2,y3,y4,y5,y6,y7,y8,y10,y11,y12,y14,y15,y17,y19,y20,y22,y23,y26,n27,n28,n29,n30,n31,n32,n33,n34,n36,n37,n38,n40,n41,n43,n45,n46,n48,n49,n52,n53,n54,n55,n56,n57,n58,n59,n60,n62,n63,n64,n66,n67,n69,n71,n72,n74,n75,n78,t79,t80,t81,t82,t83,t84,t85,t86,t88,t89,t90,t92,t93,t95,t97,t98,t100,t101,t104,t105,t106,t107,t108,t109,t110,t111,t112,t114,t115,t116,t118,t119,t121,t123,t124,t126,t127,t130,edad,antigüedad en la organización,educacion,hijos,estado civil,area,nivel del cargo,genero,antigüedad en el cargo,Conexion,Equilibrio,Proposito,Orgullo (eNps),Pedir ayuda,Contribucion,Retroalimentacion,Reconocimiento,Liderazgo y trabajo en equipo,Rituales,Comunicacion,Conversaciones,Entorno saludable,Innovacion,Adaptabilidad,Toma de decisiones,Empoderamiento,Relaciones,Superar metas,edad_bkt,antigüedad en el cargo bkt,antigüedad en la organización bkt
121,cz8x5ivpu5lcx6rcz8g4qgeg78lhf7o4,2.0,2.0,5.0,1.0,2.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,4.0,"27,0","2,0",ingenieria electrica,4.0,soltero,soporte,analista II,femenino,"3,0","3,2","2,8","3,4","3,2","3,8","3,2","2,4","3,4","3,0","3,2","3,2","3,2","3,8","2,6","2,2","3,4","2,4","3,0","2,8",25-35,1-3,1-3
122,sd2qq76xps7f7035mosd2qq79twyw4w1,2.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,"42,0","2,0",sicologo,3.0,casado,gh,jefe I,otro,"4,0","4,0","4,2","3,0","4,4","4,2","4,6","4,2","4,0","3,8","4,6","4,2","4,4","4,0","4,6","4,2","4,6","3,8","4,4","4,4",35-45,3-5,1-3
123,kfb2gmii2aljhe0l0586kfb2gmilc58s,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,"28,0","2,0",ingenieria sistemas,1.0,soltero,frontend,jefe II,masculino,"3,0","2,0","4,2","3,0","3,6","5,0","3,8","1,4","3,0","3,2","4,0","4,8","4,8","4,0","3,2","2,8","2,8","4,2","3,0","2,8",25-35,1-3,1-3
124,0xewtwph179wv5lip4ya0xewtw81udar,5.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,"42,0","3,0",ingenieria industrial,0.0,casado,analista,analista II,femenino,"3,0","4,4","3,2","2,2","1,8","3,4","3,4","2,6","3,0","2,0","3,2","3,2","3,4","3,2","4,4","4,0","3,4","2,6","3,4","3,2",35-45,1-3,1-3
125,eazccmhvkopnw7fooeazc84jdlz0mws0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,"38,0","4,0",ingenieria sistemas,1.0,soltero,backend,jefe I,otro,"3,0","3,0","2,8","1,4","3,4","3,6","3,0","3,2","2,6","2,4","2,6","3,2","3,2","2,6","3,0","3,6","3,6","2,4","3,6","2,8",35-45,1-3,3-5
126,w07hj742e6fofxcw07tz90cspfvbi1s8,2.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,"44,0","5,0",ingenieria electrica,4.0,casado,soporte,analista I,masculino,"3,0","3,4","3,8","3,2","4,6","3,6","2,8","2,4","3,6","3,4","3,2","4,0","3,4","3,0","4,0","3,6","4,4","4,0","3,8","3,8",35-45,1-3,3-5
127,4v25u27yxudii5eme4v25upjlws4zun6,4.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,"44,0","4,0",sicologo,0.0,soltero,gh,analista I,femenino,"1,0","4,8","5,0","4,0","4,4","4,8","4,2","4,2","4,8","5,0","4,4","4,4","4,8","4,0","4,0","4,4","5,0","5,0","4,0","4,2",35-45,0-1,3-5
128,appcipyd6udosmubgappci02vo01nfkk,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,"29,0","6,0",ingenieria sistemas,2.0,casado,frontend,analista III,otro,"3,0","3,8","3,2","3,6","3,8","4,4","4,0","3,2","3,4","3,6","3,8","4,8","3,4","4,0","4,0","4,2","4,4","4,0","3,8","3,4",25-35,1-3,5-8
129,hlqsut79bvpuz1sayhl2tp3i7lhdz1jt,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,"28,0","6,0",ingenieria industrial,2.0,soltero,analista,analista II,masculino,"3,0","3,8","3,2","3,6","4,6","4,6","3,6","3,0","3,4","3,6","4,2","4,4","4,4","3,6","3,6","4,0","3,2","3,0","3,6","3,6",25-35,1-3,5-8
130,ifydv8xowbtvldx5aifydv8x1i0tpk01,2.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,"41,0","4,0",ingenieria sistemas,1.0,casado,backend,analista III,femenino,"3,0","4,2","4,2","3,0","4,4","4,6","3,4","2,6","4,4","3,6","3,4","3,6","3,8","4,6","4,4","4,4","3,8","4,0","3,8","4,6",35-45,1-3,3-5
131,tvmzaz89jny7j0jtvmzazbnul9cum36t,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,"35,0","1,0",ingenieria electrica,0.0,soltero,soporte,analista II,otro,"4,0","2,8","2,8","2,4","3,0","3,6","3,2","3,0","3,2","3,4","4,4","4,0","3,8","3,4","3,2","4,0","4,4","4,2","3,6","3,6",25-35,3-5,0-1
132,irb60s7ki4wc61di91bzirb60scx2o5u,4.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"43,0","2,0",sicologo,0.0,casado,gh,analista I,masculino,"4,0","3,6","2,4","2,8","4,4","4,2","3,6","2,4","3,2","4,0","1,8","3,2","4,2","3,4","3,8","4,2","2,8","3,6","4,8","4,4",35-45,3-5,1-3
133,xydgkl97nn9sexomxydgks5877mwlke3,2.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,"26,0","1,0",ingenieria sistemas,4.0,soltero,frontend,analista II,femenino,"1,0","3,0","3,4","3,2","4,4","3,4","4,2","2,8","3,6","3,4","3,4","4,2","4,4","3,8","4,4","3,0","4,4","4,0","4,0","4,0",25-35,0-1,0-1
134,hth417bxcoztnzpxq7o11hth417b36vh,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,"24,0","1,0",ingenieria industrial,4.0,casado,analista,jefe II,otro,"1,0","4,2","3,8","3,2","4,2","3,6","3,6","2,6","4,2","4,2","3,8","4,2","3,6","4,8","3,8","3,6","4,6","3,6","4,2","4,8",18-25,0-1,0-1
135,tka8xlwnkwa1n7wj62watka8xnp6svrz,2.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,"37,0","5,0",ingenieria sistemas,4.0,soltero,backend,jefe II,masculino,"2,0","3,6","3,0","4,0","5,0","3,6","3,4","3,0","3,4","4,4","3,4","3,8","4,0","3,8","3,8","4,2","3,6","3,2","4,0","4,2",35-45,1-3,3-5
136,rcexhesb1tghhe0359bg13jrcexhesmg,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"35,0","5,0",ingenieria electrica,3.0,casado,soporte,analista III,femenino,"1,0","4,4","4,0","3,4","4,4","4,2","4,4","3,4","3,8","5,0","4,8","5,0","3,8","4,8","4,2","4,6","3,8","4,8","3,2","4,8",25-35,0-1,3-5
137,8rqgjw6o4cs9djji9o8rqgjw2egxjg8x,4.0,2.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,"33,0","1,0",sicologo,3.0,soltero,gh,jefe II,otro,"2,0","4,4","4,2","3,4","5,0","4,4","4,4","3,4","5,0","4,8","5,0","5,0","4,2","4,6","3,2","4,6","4,6","4,6","4,6","4,0",25-35,1-3,0-1
138,j7c4e28t1eprtywj7nwwrgqhecvggdga,2.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,"36,0","6,0",ingenieria sistemas,1.0,casado,frontend,analista I,masculino,"3,0","2,6","3,0","2,0","4,0","4,2","5,0","4,0","2,6","3,8","4,4","3,6","3,4","3,2","3,2","4,8","3,2","3,2","4,8","3,8",35-45,1-3,5-8
